fall,geolocation_latitude,geolocation_longitude,geolocation_type,id,mass,name,nametype,recclass,reclat,reclong,year
Fell,56.18333,10.23333,Point,2,720,Aarhus,Valid,H6,56.183330,10.233330,1951-01-01T00:00:00.000
