fall,geolocation_latitude,geolocation_longitude,geolocation_type,id,mass,name,nametype,recclass,reclat,reclong,year
Fell,54.21667,-113,Point,6,107000,Abee,Valid,EH4,54.216670,-113.000000,1952-01-01T00:00:00.000
