fall,geolocation_latitude,geolocation_longitude,geolocation_type,id,mass,name,nametype,recclass,reclat,reclong,year
Fell,50.775,6.08333,Point,1,21,Aachen,Valid,L5,50.775000,6.083330,1880-01-01T00:00:00.000
